date,channel_id,video_id,live_or_on_demand,subscribed_status,country_code,device_type,operating_system,views,watch_time_minutes,average_view_duration_seconds,average_view_duration_percentage,red_views,red_watch_time_minutes
20240103,UC7zbbglcdBEvi9C3W_K7DCQ,rCBc16oR_Ak,on_demand,not_subscribed,NP,104,4,2,1.1,33,0.46643109540636041,0,0
20240103,UC7zbbglcdBEvi9C3W_K7DCQ,V97hP6s56qI,on_demand,not_subscribed,IN,104,4,1,0.12,7.2,0.20524515393386544,0,0
20240103,UC7zbbglcdBEvi9C3W_K7DCQ,kg9Xmt646L4,on_demand,subscribed,IN,104,4,1,0.083333333333333329,5,18.518518518518519,0,0
20240103,UC7zbbglcdBEvi9C3W_K7DCQ,RZKE4dZXjyo,on_demand,subscribed,IN,101,2,4,9.4862166666666674,142.29325,3.3153133737185461,0,0
20240103,UC7zbbglcdBEvi9C3W_K7DCQ,6JUDzr3TZ6Y,on_demand,subscribed,IN,105,4,1,0.15,9,0.56109725685785539,0,0
20240103,UC7zbbglcdBEvi9C3W_K7DCQ,6JUDzr3TZ6Y,on_demand,subscribed,IN,104,4,2,0.94666666666666666,28.4,1.7705735660847881,0,0
20240103,UC7zbbglcdBEvi9C3W_K7DCQ,9_VmWS0JaIg,on_demand,not_subscribed,IN,104,4,3,22.666666666666668,453.33333333333331,17.132779037540942,0,0
20240103,UC7zbbglcdBEvi9C3W_K7DCQ,t3qqN5WqjKM,on_demand,not_subscribed,IN,104,4,1,0.28166666666666668,16.9,99.411764705882348,0,0
20240103,UC7zbbglcdBEvi9C3W_K7DCQ,g6YOeq9ZoWc,on_demand,subscribed,IN,104,4,2,26.945,808.35,22.738396624472575,1,2.0233333333333334
20240103,UC7zbbglcdBEvi9C3W_K7DCQ,RBLhTDVynUg,on_demand,subscribed,IN,104,4,1,13.244166666666667,794.65,21.27007494646681,0,0
20240103,UC7zbbglcdBEvi9C3W_K7DCQ,RZKE4dZXjyo,live,not_subscribed,IN,105,4,2,0.49833333333333335,14.95,0.34832246039142589,0,0
20240103,UC7zbbglcdBEvi9C3W_K7DCQ,z3PMvTguces,on_demand,not_subscribed,IN,104,4,1,1.7733333333333334,106.4,3.1884926580761164,0,0
20240103,UC7zbbglcdBEvi9C3W_K7DCQ,RZKE4dZXjyo,live,not_subscribed,IN,104,4,48,60.445,75.556249999999991,1.7603972506989749,0,0
20240103,UC7zbbglcdBEvi9C3W_K7DCQ,qRtTviVbCUQ,on_demand,not_subscribed,IN,104,4,2,0.75,22.5,0.6097560975609756,0,0
20240103,UC7zbbglcdBEvi9C3W_K7DCQ,BCFoX358Mn4,on_demand,subscribed,IN,101,2,2,1.2835666666666667,38.507,0.85098342541436467,0,0
20240103,UC7zbbglcdBEvi9C3W_K7DCQ,RZKE4dZXjyo,live,not_subscribed,IN,105,5,1,0.66883333333333328,40.13,0.934995340167754,0,0
20240103,UC7zbbglcdBEvi9C3W_K7DCQ,F7FDQAp49BE,on_demand,subscribed,IN,104,4,1,0.19833333333333333,11.9,0.27150353639060004,0,0
20240103,UC7zbbglcdBEvi9C3W_K7DCQ,rCBc16oR_Ak,on_demand,not_subscribed,IN,105,4,1,0.22666666666666666,13.6,0.192226148409894,0,0
20240103,UC7zbbglcdBEvi9C3W_K7DCQ,Wv75UHokN4I,on_demand,not_subscribed,IN,104,4,1,13.213333333333333,792.8,38.04222648752399,0,0
20240103,UC7zbbglcdBEvi9C3W_K7DCQ,yAK30PBHBeE,on_demand,subscribed,IN,101,2,1,90.621183333333335,5437.271,64.876160362725216,0,0
20240103,UC7zbbglcdBEvi9C3W_K7DCQ,rCBc16oR_Ak,on_demand,not_subscribed,IN,104,4,18,35.375,117.91666666666667,1.6666666666666667,0,0
20240103,UC7zbbglcdBEvi9C3W_K7DCQ,w7Byq3gO_iA,on_demand,subscribed,IN,101,2,1,0.32638333333333336,19.583,0.50097211563059607,0,0
20240103,UC7zbbglcdBEvi9C3W_K7DCQ,pwZusqmNVTE,on_demand,not_subscribed,IN,105,4,1,0.03,1.8,0.033253279142804362,0,0
20240103,UC7zbbglcdBEvi9C3W_K7DCQ,D3cyh2uj2nA,on_demand,not_subscribed,IN,104,4,2,0.86,25.8,0.57938468448237146,0,0
